Sample_ID,cell_line_name,stripped_cell_line_name,CCLE_Name,alias,COSMICID,sex,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity,RRID,WTSI_Master_Cell_ID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,age,Sanger_Model_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype,
ACH-000814,Hs 939.T,HS939T,HS939T_SKIN,,1298144,Female,ATCC,2,-2.39909623447874,Adherent,DMEM + 10% FBS,61.9,CVCL_1036,1261,skin,,Skin Cancer,Melanoma,24,SIDM00663,,skin,melanoma,,,
ACH-001607,NOZ,NOZ,NOZ_LIVER,,,Female,JCRB,2,-3.63304559959386,Adherent,Williams'E medium + 10% FBS,95.7,CVCL_3079,,ascites,Metastasis,Gallbladder Cancer,Adenocarcinoma,48,,,bile_duct,gallbladder_adenocarcinoma,,,
ACH-001075,NCI-H292,NCIH292,NCIH292_LUNG,H292,753604,Female,ATCC,1,-2.94034263338708,Adherent,RPMI + 10% FBS,70.6,CVCL_0455,935,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Mucoepidermoid Carcinoma",32,SIDM00493,,lung,NSCLC,NSCLC_mucoepidermoid,,
ACH-000913,ESS-1,ESS1,ESS1_ENDOMETRIUM,,907000,Female,DSMZ,2,-4.31445535741174,,RPMI + 20% FBS,58.6,CVCL_1205,293,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Stromal Sarcoma,76,SIDM01043,,uterus,endometrial_stromal_sarcoma,,,
ACH-000421,SW837,SW837,SW837_LARGE_INTESTINE,,909755,Male,ATCC,3,-4.68741996378501,Adherent,RPMI + 10% FBS,90.1,CVCL_1729,1141,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,53,SIDM00833,,colorectal,colorectal_adenocarcinoma,,,
ACH-001567,MM383,MM383,MM383_SKIN,,,Male,Sigma-Aldrich,2,-4.00968531066683,Adherent,RPMI 1640 (with 2 mM L-Glutamine + 25 mM HEPES) + 10% FBS,87.4,CVCL_2606,,lymph_node,Metastasis,Skin Cancer,Melanoma,,,,skin,melanoma,,,
ACH-000822,SK-MEL-24,SKMEL24,SKMEL24_SKIN,,909725,Male,ATCC,2,-5.21301114467877,Adherent,EMEM + 10% FBS,79.1,CVCL_0599,945,lymph_node,Metastasis,Skin Cancer,Melanoma,67,SIDM01106,,skin,melanoma,,,
ACH-000092,NCI-H2452,NCIH2452,NCIH2452_PLEURA,,908462,Male,ATCC,2,-4.02109454390076,Adherent,RPMI + 10% FBS,85.7,CVCL_1553,624,pleura,Metastasis,Lung Cancer,Mesothelioma,,SIDM00722,,lung,mesothelioma,,,
ACH-000249,CL-11,CL11,CL11_LARGE_INTESTINE,,1290769,Male,DSMZ,1,-1.36998318212786,Adherent,DMEM:F12 (1:1) + 20% FBS,75.2,CVCL_1978,1153,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00944,,colorectal,colorectal_adenocarcinoma,,,
ACH-000500,SNU-46,SNU46,SNU46_UPPER_AERODIGESTIVE_TRACT,,,Male,KCLB,2,-1.40797427973514,,RPMI + 10% heat inactivated FBS + 300mg/l L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate,50.3,CVCL_5063,,upper_aerodigestive_tract,,Head and Neck Cancer,"Squamous Cell Carcinoma, laryngeal",66,,,upper_aerodigestive,upper_aerodigestive_squamous,laryngeal,,
ACH-000118,HUP-T3,HUPT3,HUPT3_PANCREAS,,907285,Male,DSMZ,4,-4.5215432641744,Adherent,MEM + 10% FBS,70.2,CVCL_1299,109,ascites,Metastasis,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",66,SIDM00533,,pancreas,exocrine,exocrine_adenocarcinoma,,
ACH-000660,SU-DHL-5,SUDHL5,SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331036,Female,DSMZ,,,,,,CVCL_1735,1609,lymph_node,Primary,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),17,SIDM00406,,lymphocyte,non_hodgkin_lymphoma,DLBCL,,
ACH-000018,T24,T24,T24_URINARY_TRACT,,724812,Female,ATCC,2,-2.94569122205808,Adherent,McCoy's 5A + 10% FBS,65.2,CVCL_0554,1455,urinary_tract,Primary,Bladder Cancer,Carcinoma,81,SIDM01184,,urinary_tract,bladder_carcinoma,,,
ACH-000802,BFTC-905,BFTC905,BFTC905_URINARY_TRACT,,910926,Female,DSMZ,2,-4.9015209060907,Adherent,DMEM + 10% FBS,61.2,CVCL_1083,1583,urinary_tract,Primary,Bladder Cancer,Transitional Cell Carcinoma,51,SIDM00989,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,,
ACH-001239,WM-266-4,WM2664,WM2664_SKIN,,,Female,ATCC,2,-4.26137829964388,Adherent,DMEM + 10% FBS,71.5,CVCL_2765,,skin,Metastasis,Skin Cancer,Melanoma,58,SIDM00979,,skin,melanoma,,,
ACH-000215,LN382,LN382,LN382_CENTRAL_NERVOUS_SYSTEM,LN-382,,Male,Academic lab,2,-5.64031085342098,Adherent,DMEM, 10% FBS,,CVCL_3956,,central_nervous_system,,Brain Cancer,Glioblastoma,,,,central_nervous_system,glioma,glioblastoma,
ACH-001421,WERI-Rb-1,WERIRB1,WERIRB1_AUTONOMIC_GANGLIA,,,Female,ATCC,2,-2.48758205646237,Suspension,RPMI 1640 + 10% FBS,64.8,CVCL_1792,,eye,Primary,Eye Cancer,Retinoblastoma,1,,,eye,retinoblastoma,,,
ACH-001793,LPS27,LPS27,LPS27_SOFT_TISSUE,,,Unknown,Academic lab,2,-4.00618751575412,Adherent,DMEM:F12 + 10% FBS + 1% Glutamax + 1% PenStrep,48.3,,,soft_tissue,,Liposarcoma,,,,,soft_tissue,liposarcoma,,,
ACH-000085,T3M-4,T3M4,T3M4_PANCREAS,,,Male,RIKEN,1,-2.8620326229823,Adherent,F12 + 10% FBS,92.9,CVCL_4056,,lymph_node,Primary,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",64,,,pancreas,exocrine,exocrine_adenocarcinoma,,
ACH-000350,COLO-678,COLO678,COLO678_LARGE_INTESTINE,,910689,Male,DSMZ,3,-2.07827600403503,Adherent,RPMI + 10% FBS,89.3,CVCL_1129,2148,lymph_node,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,69,SIDM00957,,colorectal,colorectal_adenocarcinoma,,,
ACH-001652,SKG-II,SKGII,SKGII_ENDOMETRIUM,,,Female,JCRB,2,-4.65239740685017,Adherent,Ham's F12 + 10% FBS,91.7,,,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Squamous Cell Carcinoma,,,,uterus,endometrial_squamous,,,
ACH-001842,ICC2,ICC2,ICC2_BILIARY_TRACT,,,Unknown,Academic lab,2,-1.87698043775543,Adherent,RPMI + 10% FBS,69.1,CVCL_VV27,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,bile_duct,cholangiocarcinoma,intrahepatic,,
ACH-001608,NP 2,NP2,NP2_CENTRAL_NERVOUS_SYSTEM,,,Male,JCRB,2,-4.41320672249446,Adherent,DMEM + 10% FBS,88.9,,,central_nervous_system,Primary,Brain Cancer,Glioblastoma,63,,,central_nervous_system,glioma,glioblastoma,,
ACH-000147,T-47D,T47D,T47D_BREAST,,905945,Female,ATCC,2,-4.80474026681601,Adherent,RPMI + 10% FBS + 2ug/ml Insulin,68,CVCL_0553,1286,pleural_effusion,Metastasis,Breast Cancer,Breast Ductal Carcinoma,54,SIDM00097,,breast,breast_ductal_carcinoma,ERpos_HER2neg,luminal,
ACH-002003,A375 SKIN CJ3,A375SKINCJ3,A375_SKIN_CJ3_RESISTANT,A375 RMR SCH 0.25,,Unknown,Academic lab,2,-3.15469439141635,Adherent,RPMI 1640 + 10% FBS + 1% P/S,92.4,,,skin,,Skin Cancer,Melanoma,,,Drug resistance: Dabrafenib and Trametinib,skin,melanoma,,,
ACH-000280,SNU-840,SNU840,SNU840_OVARY,,,Female,KCLB,3,-2.478742895929,Adherent,RPMI + 10% FBS,54.1,CVCL_5100,,ovary,Primary,Ovarian Cancer,"Carcinoma, brenner",45,,,ovary,brenner_tumor,,,
ACH-000281,KP-2,KP2,KP2_PANCREAS,,1298218,Female,HSRRB,3,-2.4350496435211,,RPMI + 10% FBS,85,CVCL_3004,746,pancreas,Primary,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",65,SIDM00582,,pancreas,exocrine,exocrine_adenocarcinoma,,
ACH-000366,SK-N-DZ,SKNDZ,SKNDZ_AUTONOMIC_GANGLIA,,688086,Female,ATCC,2,-4.25293396434133,Adherent,DMEM + 10% FBS + NEAA,78.7,CVCL_1701,867,bone_marrow,Metastasis,Neuroblastoma,,2,SIDM01100,,peripheral_nervous_system,neuroblastoma,,MYCN_amp,
ACH-000378,NCI-H647,NCIH647,NCIH647_LUNG,,1240191,Male,ATCC,2,-3.10215426489744,Adherent,RPMI + 10% FBS,89,CVCL_1574,955,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenosquamous Carcinoma",56,SIDM01125,,lung,NSCLC,NSCLC_adenosquamous,,
ACH-000460,SNU-8,SNU8,SNU8_OVARY,,,Female,KCLB,3,-4.70503371434671,Adherent,RPMI + 10% FBS,86.9,CVCL_5096,,ascites,Metastasis,Ovarian Cancer,"Adenocarcinoma, high grade serous",55,,,ovary,ovary_adenocarcinoma,high_grade_serous,,
ACH-000785,NCI-H2126,NCIH2126,NCIH2126_LUNG,,,Male,ATCC,3,-3.3269318373806,Adherent,DMEM:F12 (1:1) + 5% FBS + 2mM L-glutamine + 5ug/ml Insulin+ 0.01mg/ml Transferrin+ 10nM Selenium + 10mM HEPES + 10nM Hydrocortisone + 10nM Beta estradiol,81.3,CVCL_1532,,haematopoietic_and_lymphoid_tissue,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",65,SIDM00775,,lung,NSCLC,NSCLC_adenocarcinoma,,
ACH-000067,Hs 683,HS683,HS683_CENTRAL_NERVOUS_SYSTEM,,1240150,Male,ATCC,2,-3.66495970879869,Adherent,DMEM + 10% FBS,60.7,CVCL_0844,769,central_nervous_system,Primary,Brain Cancer,Oligodendroglioma,76,SIDM00666,,central_nervous_system,glioma,oligodendroglioma,,
ACH-001839,ICC13-7,ICC137,ICC137_BILIARY_TRACT,ICC13,,Unknown,Academic lab,2,-3.38158763620129,Adherent,RPMI + 10% FBS,72.8,,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,bile_duct,cholangiocarcinoma,intrahepatic,,
ACH-001280,SCS-214,SCS214,SCS214_SOFT_TISSUE,,,Unknown,Academic lab,2,-2.57266129241321,not found,not found,47.2,CVCL_WU91,,soft_tissue,,Sarcoma,Synovial,,,,soft_tissue,synovial_sarcoma,,,
ACH-000676,LN-464,LN464,LN464_CENTRAL_NERVOUS_SYSTEM,,,Male,Academic lab,2,-5.31447908146721,not found,not found,,CVCL_3962,,central_nervous_system,,Brain Cancer,Glioblastoma,,SIDM00058,,central_nervous_system,glioma,glioblastoma,,
ACH-000501,LS123,LS123,LS123_LARGE_INTESTINE,,907792,Female,ATCC,,,,,,CVCL_1383,2266,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,65,SIDM00776,,colorectal,colorectal_adenocarcinoma,,,
ACH-000805,COLO-679,COLO679,COLO679_SKIN,,906818,Female,DSMZ,2,-3.09326093472106,Adherent,RPMI + 10% FBS,74.1,CVCL_1130,2049,skin,Metastasis,Skin Cancer,Melanoma,47,SIDM00284,,skin,melanoma,,,
ACH-000623,SNU-201,SNU201,SNU201_CENTRAL_NERVOUS_SYSTEM,,,Male,KCLB,2,-4.5007861512957,,RPMI + 10% FBS,77.3,CVCL_5033,,central_nervous_system,Primary,Brain Cancer,Glioblastoma,58,SIDM00158,,central_nervous_system,glioma,glioblastoma,,
ACH-000014,Hs 294T,HS294T,HS294T_SKIN,"A101D, Hs 294.T",,Male,ATCC,2,-3.48498648791383,Adherent,DMEM + 10% FBS,84.9,CVCL_0331,,lymph_node,Metastasis,Skin Cancer,Melanoma,56,SIDM00800,,skin,melanoma,,,
ACH-001345,GP5d,GP5D,GP5D_LARGE_INTESTINE,,907291,Female,Sigma-Aldrich,2,-2.25286136186784,Adherent,DMEM + 10% FBS,90.2,CVCL_1235,741,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,71,SIDM00537,,colorectal,colorectal_adenocarcinoma,,,
ACH-002512,MM1610113,MM1610113,MM1610113_SKIN,M1610113,,Male,Academic lab,2,-1.60086477945495,Adherent,RPMI 1640 +10% FBS,65,,,skin,Metastasis,Skin Cancer,"Melanoma, acral",86,,,skin,melanoma,acral,,
ACH-000831,HEC-50B,HEC50B,HEC50B_ENDOMETRIUM,,,Female,HSRRB,2,-3.88729411513811,,EMEM + 15% FBS,87.4,CVCL_2929,,ascites,Metastasis,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,,,,uterus,endometrial_adenocarcinoma,,,
ACH-000753,JMSU-1,JMSU1,JMSU1_URINARY_TRACT,,,Male,DSMZ,2,-5.8347459789234,Adherent,RPMI + 10% FBS + 2mM Glutamax,45,CVCL_2081,,ascites,Metastasis,Bladder Cancer,Carcinoma,75,,,urinary_tract,bladder_carcinoma,,,
ACH-000907,SNU-349,SNU349,SNU349_KIDNEY,,,Male,KCLB,2,-3.11491567067766,Adherent,RPMI + 10% FBS,73.2,CVCL_5054,,kidney,Primary,Kidney Cancer,"Renal Carcinoma, clear cell",68,,,kidney,renal_cell_carcinoma,clear_cell,,
ACH-000658,KMS-18,KMS18,KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,ATCC,2,-3.41486565790508,Suspension,RPMI, 10% FBS,90.5,CVCL_A637,,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,58,,,plasma_cell,multiple_myeloma,,
ACH-000648,NCI-H28,NCIH28,NCIH28_PLEURA,,908470,Male,ATCC,2,-3.1237967874758,Adherent,RPMI + 10% FBS,42,CVCL_1555,1199,pleural_effusion,Metastasis,Lung Cancer,Mesothelioma,48,SIDM00720,,lung,mesothelioma,,,
ACH-000114,SU.86.86,SU8686,SU8686_PANCREAS,,1240218,Female,ATCC,1,-3.97051339862434,,RPMI + 10% FBS,89.8,CVCL_3881,268,liver,Metastasis,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",57,SIDM01188,,pancreas,exocrine,exocrine_adenocarcinoma,,
ACH-000401,COLO-800,COLO800,COLO800_SKIN,,906813,Male,ATCC,2,-3.56261727924321,,RPMI + 10% FBS,76.8,CVCL_1135,21,skin,Metastasis,Skin Cancer,Melanoma,14,SIDM00515,,skin,melanoma,,,
ACH-000827,WM-793,WM793,WM793_SKIN,,1299081,Male,WISTAR,2,-4.51663758295135,Adherent,RPMI + 10% FBS,55,CVCL_8787,114,skin,,Skin Cancer,Melanoma,,SIDM00973,,skin,melanoma,,,
ACH-000896,647-V,647V,647V_URINARY_TRACT,,906797,Male,DSMZ,2,-4.62434592807133,Adherent,DMEM + 15% FBS + 2mM Glutamax,85.8,CVCL_1049,2061,urinary_tract,Primary,Bladder Cancer,Carcinoma,,SIDM00983,,urinary_tract,bladder_carcinoma,,,
ACH-000405,MEC-1,MEC1,MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,2,-4.40438284889482,Adherent,IMDM + 10% FBS,57.5,CVCL_1870,,haematopoietic_and_lymphoid_tissue,,Leukemia,"Chronic Lymphoblastic Leukemia (CLL), B-cell",61,SIDM00001,,blood,CLL,b_cell,,
ACH-001551,MCC14/2,MCC142,MCC142_SKIN,,,Male,Sigma-Aldrich,2,-4.69696873000888,Adherent,RPMI 1640 + 15% FBS (with 2 mM L-Glutamine + 25 mM HEPES),89.3,CVCL_2584,,lymph_node,Metastasis,Skin Cancer,Merkel Cell Carcinoma,80,,,skin,merkel_cell_carcinoma,,,
ACH-000303,SNU-5,SNU5,SNU5_STOMACH,,908445,Female,ATCC,1,-3.85197820107155,,IMDM + 20% FBS,89.1,CVCL_0078,28,ascites,Metastasis,Gastric Cancer,Adenocarcinoma,33,SIDM01144,,gastric,gastric_adenocarcinoma,,,
ACH-000914,HT,HT,HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907063,Male,ATCC,2,-4.29355469924079,,RPMI + 10% FBS,62.4,CVCL_1290,745,ascites,,Lymphoma,"B-cell, Non-Hodgkins",70,SIDM00661,,lymphocyte,non_hodgkin_lymphoma,b_cell,,
ACH-000880,AGS,AGS,AGS_STOMACH,,906790,Female,ATCC,2,-3.46693590313986,Adherent,F12K + 10% FBS,83.7,CVCL_0139,1011,stomach,Primary,Gastric Cancer,Adenocarcinoma,54,SIDM00850,,gastric,gastric_adenocarcinoma,,,
ACH-002446,CCLF_UPGI_0005_T,CCLFUPGI0005T,CCLFUPGI0005T_STOMACH,,,Unknown,Cancer Cell Line Factory,2,-5.0962723886212,Adherent,RPMI,51,,,pleura,Metastasis,Gastric Cancer,Adenocarcinoma,,,,gastric,gastric_adenocarcinoma,,,
ACH-000276,HCC38,HCC38,HCC38_BREAST,,749717,Female,ATCC,1,-3.26707628721939,Adherent,Waymouth's MB 752/1 + 10% FBS,60.8,CVCL_1267,1318,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,50,SIDM00675,,breast,breast_ductal_carcinoma,ERneg_HER2neg,basal_A,
ACH-000838,AMO-1,AMO1,AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1295741,Female,DSMZ,1,-3.40086901512518,Suspension,RPMI + 10% FBS,63,CVCL_1806,1204,ascites,Primary,Myeloma,"Multiple Myeloma, plasmacytoma",64,SIDM00993,,plasma_cell,multiple_myeloma,plasmacytoma,,
ACH-001524,HSC-5,HSC5,HSC5_SKIN,,,Male,JCRB,2,-3.85028227268975,Adherent,IMDM + 10% FBS,89.2,CVCL_0314,,skin,Primary,Skin Cancer,Squamous Cell Carcinoma,75,,,skin,skin_squamous,,,
ACH-000997,HCT-15,HCT15,HCT15_LARGE_INTESTINE,,905937,Male,ATCC,,,,,,CVCL_0292,1553,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00789,,colorectal,colorectal_adenocarcinoma,,MSI,
ACH-001790,RH18-DM,RH18DM,RH18DM_SOFT_TISSUE,,,Unknown,Academic lab,2,-1.31042058343194,Adherent,RPMI 1640 + 20% FBS,67.1,,,soft_tissue,,Sarcoma,"Rhabdomyosarcoma, embryonal",2,,,soft_tissue,rhabdomyosarcoma,embryonal,,
ACH-000450,MEL-HO,MELHO,MELHO_SKIN,,908124,Female,DSMZ,2,-3.00371057879443,Adherent,RPMI + 10% FBS,58.6,CVCL_1402,2109,skin,Primary,Skin Cancer,Melanoma,,SIDM00337,,skin,melanoma,,,
ACH-000965,RL95-2,RL952,RL952_ENDOMETRIUM,,930082,Female,ATCC,2,-4.89696874786107,Adherent,DMEM:F12  (1:1) + 5% FBS + 2mM L-glutamine + 5ug/ml Insulin+ 0.01mg/ml Transferrin+ 30nM Selenium + 10mM HEPES + 10nM Hydrocortisone + 10nM Beta estradiol,59.8,CVCL_0505,2215,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenosquamous Carcinoma,65,SIDM01088,,uterus,endometrial_adenosquamous,,,
ACH-000381,T84,T84,T84_LARGE_INTESTINE,,909761,Male,ATCC,3,-3.6432114198143,Adherent,DMEM:F12(1:1) + 5% FBS + 2mM Glutamine,80.3,CVCL_0555,997,lung,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,72,SIDM00782,,colorectal,colorectal_adenocarcinoma,,,
ACH-000356,MKN-45,MKN45,MKN45_STOMACH,,925340,Female,HSRRB,2,-2.32997246617364,,RPMI + 10% FBS,76.1,CVCL_0434,1542,liver,Metastasis,Gastric Cancer,Adenocarcinoma,62,SIDM00247,,gastric,gastric_adenocarcinoma,diffuse_gastric,,
ACH-000348,RPMI-7951,RPMI7951,RPMI7951_SKIN,,910903,Female,ATCC,2,-6.13559635049202,Adherent,RPMI + 10% FBS,81.2,CVCL_1666,1909,lymph_node,Metastasis,Skin Cancer,Melanoma,18,SIDM01087,,skin,melanoma,,,
ACH-000120,CHP-212,CHP212,CHP212_AUTONOMIC_GANGLIA,,906820,Male,ATCC,4,-3.01687113627342,Adherent,EMEM:F12 (1:1) + 10% FBS,45.2,CVCL_1125,13,central_nervous_system,,Neuroblastoma,,,SIDM00910,,peripheral_nervous_system,neuroblastoma,,MYCN_amp,
ACH-000725,HCC202,HCC202,HCC202_BREAST,,1290906,Female,ATCC,2,-2.99694310505457,Adherent,RPMI + 10% FBS,83.2,CVCL_2062,1552,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,82,SIDM00870,,breast,breast_ductal_carcinoma,ERneg_HER2pos,HER2_amp,
ACH-000769,LK-2,LK2,LK2_LUNG,,687787,Male,RIKEN,3,-3.89964315842057,Adherent,DMEM + 10% FBS,81.5,CVCL_1377,45,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",,SIDM00548,,lung,NSCLC,NSCLC_squamous,,
ACH-000139,Panc 03.27,PANC0327,PANC0327_PANCREAS,,925346,Female,ATCC,,,,,,CVCL_1635,1873,pancreas,Primary,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",65,SIDM01138,,pancreas,exocrine,exocrine_adenocarcinoma,,
ACH-000894,NCI-H1869,NCIH1869,NCIH1869_LUNG,,1240183,Male,ATCC,,,,,,CVCL_1500,90,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",58,SIDM00768,,lung,NSCLC,NSCLC_squamous,,
ACH-000037,S-117,S117,S117_THYROID,,,Female,DSMZ,2,-4.075906648225,,RPMI + 10% FBS,76.4,CVCL_1674,,soft_tissue,,Sarcoma,Thyroid Sarcoma,47,SIDM00035,,soft_tissue,thyroid_sarcoma,,,
ACH-000988,MFE-319,MFE319,MFE319_ENDOMETRIUM,,1240174,Female,DSMZ,2,-3.84753439778996,Adherent,RPMI:MEM (1:1) (with Earle's salts) + 20% heat inactivated FBS,57.9,CVCL_2112,1816,endometrium,,Endometrial/Uterine Cancer,,81,SIDM00333,,uterus,endometrial_adenocarcinoma,,,
ACH-001630,PEO1,PEO1,PEO1_OVARY,,1480372,Female,Sigma-Aldrich,2,-5.77456079346448,Adherent,RPMI 1640 + 10% FBS + 2mM Glutamine + 2mM Sodium Pyruvate,87.2,CVCL_2686,177,ascites,Metastasis,Ovarian Cancer,Cystadenocarcinoma,,SIDM00472,,ovary,ovary_adenocarcinoma,,,
ACH-001668,SUSA,SUSA,SUSA_TESTIS,,,Male,DSMZ,1,-1.73281285343827,Adherent,RPMI 1640 + 20% FBS,91.5,CVCL_L280,,Embryonal,Primary,Teratoma,Testicular,30,,,embryo,teratoma,testicular,,
ACH-000464,CAS-1,CAS1,CAS1_CENTRAL_NERVOUS_SYSTEM,,910943,Male,ICLC,2,-3.51239252706179,Adherent,DMEM + 10% FBS,57.1,CVCL_1117,604,central_nervous_system,Primary,Brain Cancer,Glioblastoma,63,SIDM00212,,central_nervous_system,glioma,glioblastoma,,
ACH-000734,JHH-5,JHH5,JHH5_LIVER,,,Male,HSRRB,3,-4.74174415746044,,William's E Medium + 10% FBS,74.9,CVCL_0364,,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,50,,,liver,hepatocellular_carcinoma,,,
ACH-001736,HB1119,HB1119,HB1119_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Unknown,Academic lab,2,-4.77462989861201,not found,not found,90.7,CVCL_8227,,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",,,,blood,ALL,b_cell,,
ACH-000362,MOLM-13,MOLM13,MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330947,Male,DSMZ,3,-3.15290244665833,Suspension,RPMI + 20% FBS,,CVCL_2119,747,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,Acute Myelogenous Leukemia (AML),20,SIDM00437,,blood,AML,,,
ACH-000957,LS 180,LS180,LS180_LARGE_INTESTINE,,998189,Female,ATCC,2,-2.64704975401093,not found,not found,53,CVCL_0397,2081,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,58,SIDM00680,,colorectal,colorectal_adenocarcinoma,,MSI,
ACH-000211,Daoy,DAOY,DAOY_CENTRAL_NERVOUS_SYSTEM,,906833,Male,ATCC,2,-4.68542943235559,Adherent,EMEM + 10% FBS,91.6,CVCL_1167,2150,central_nervous_system,Primary,Brain Cancer,Medulloblastoma,4,SIDM00887,,central_nervous_system,medulloblastoma,,non_MYC,
ACH-000584,JHOS-4,JHOS4,JHOS4_OVARY,,1480359,Female,RIKEN,3,-5.06836354790399,,DMEM:F12 (1:1) + 10% FBS,72.9,CVCL_4649,1651,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, high grade serous",44,SIDM00303,,ovary,ovary_adenocarcinoma,high_grade_serous,,
ACH-001356,MB-1,MB1,MB1_THYROID,,,Male,DSMZ,1,-3.52924046928632,Adherent,RPMI 1640 + 20% FBS + 2 mM L-glutamine,90.7,CVCL_2109,,thyroid,Primary,Thyroid Cancer,"Carcinoma, anaplastic",57,,,thyroid,thyroid_carcinoma,anaplastic,,
ACH-000794,BICR 22,BICR22,BICR22_UPPER_AERODIGESTIVE_TRACT,,1240121,Male,ECACC,2,-4.10269521936073,Adherent,DMEM + 10% FBS + 2mM Glutamine + 0.4ug/ml Hydrocortisone,94.4,CVCL_2310,1575,lymph_node,Metastasis,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",,SIDM00485,,upper_aerodigestive,upper_aerodigestive_squamous,oral,,
ACH-000319,MPP 89,MPP89,MPP89_PLEURA,,908150,Male,ICLC,2,-4.00918026083376,,DMEM + 10% FBS,55.8,CVCL_1427,2255,pleural_effusion,,Lung Cancer,Mesothelioma,67,SIDM00222,,lung,mesothelioma,,,
ACH-000212,CAL-120,CAL120,CAL120_BREAST,,906826,Female,DSMZ,2,-4.06419817053605,Adherent,DMEM + 10% FBS,80.2,CVCL_1104,1748,pleural_effusion,Metastasis,Breast Cancer,Carcinoma,43,SIDM00940,,breast,breast_carcinoma,ERneg_HER2neg,basal_B,
ACH-000294,NB-4,NB4,NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1323913,Female,DSMZ,3,-2.99495776937176,,RPMI + 10% FBS,,CVCL_0005,1285,bone_marrow,Primary,Leukemia,"Acute Myelogenous Leukemia (AML), M3 (Promyelocytic)",23,SIDM00428,,blood,AML,M3,,
ACH-000824,KYSE-510,KYSE510,KYSE510_OESOPHAGUS,,907321,Female,DSMZ,2,-3.44730345658687,,RPMI + 10% FBS,94,CVCL_1354,893,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,67,SIDM01026,,esophagus,esophagus_squamous,,,
ACH-000593,BC-3C,BC3C,BC3C_URINARY_TRACT,,,Female,DSMZ,2,-4.91347783015863,Adherent,McCoy's 5A + 10% FBS,95.1,CVCL_1958,,urinary_tract,Primary,Bladder Cancer,Transitional Cell Carcinoma,82,,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,,
ACH-001532,JMU-RTK-2,JMURTK2,JMURTK2_SOFT_TISSUE,,,Female,JCRB,2,-3.72024412417961,Adherent,DMEM + 10% FBS,69.5,CVCL_4W58,,central_nervous_system,Metastasis,Rhabdoid,Malignant Rhabdoid Tumor,1,,,kidney,malignant_rhabdoid_tumor,,,
